,state,tot_co2,Commercial,Industrial,Residential,Electricity Prod,Onroad,Cement,Aircraft,Airborne,Nonroad,FIPS,Unnamed: 0,CSA Code,CBSA Title,MSAMCA,center-outer,city,city_pop2014,county_pop2002,county_co2_pc_tons,county,county_land_area_sqmi,top_level,CSA,density_sqmi_county
1075,VA,1337880.87809,28671.5738509,80995.9987987,79497.2007211,749741.106273,356259.604995,0.0,0.0,0.0,42715.3934534,51153.0,1192,548.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Central,"Washington-Arlington-Alexandria, DC-VA-MD-WV",6033737,310048,4.31507662714,Prince William County,336.402,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",True,921.659205355
1076,VA,1337880.87809,28671.5738509,80995.9987987,79497.2007211,749741.106273,356259.604995,0.0,0.0,0.0,42715.3934534,51153.0,1193,548.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Central,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4759615,310048,4.31507662714,Prince William County,336.402,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",True,921.659205355
1080,VA,254962.103318,15528.6913072,73151.5464968,24152.8864682,0.0,130555.124123,0.0,0.0,0.0,11573.8549232,51161.0,912,,"Roanoke, VA",Metropolitan Statistical Area,Central,"Roanoke, VA",313388,86341,2.95296676339,Roanoke County,250.518,"Roanoke, VA",False,344.649885437
1081,VA,353935.834444,8623.23980289,174644.91793,21543.8926793,87.0196748409,137236.464579,0.0,0.0,0.0,11800.299778,51165.0,454,277.0,"Harrisonburg, VA",Metropolitan Statistical Area,Central,"Harrisonburg, VA",130649,69084,5.12326782532,Rockingham County,849.086,"Harrisonburg-Staunton-Waynesboro, VA",True,81.3627830396
1085,VA,239474.390855,10471.0074073,14008.8613398,26172.1322537,0.0,172316.239954,0.0,0.0,0.0,16506.1499007,51179.0,1198,548.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Central,"Washington-Arlington-Alexandria, DC-VA-MD-WV",6033737,103703,2.30923301019,Stafford County,268.956,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",True,385.576079359
1086,VA,239474.390855,10471.0074073,14008.8613398,26172.1322537,0.0,172316.239954,0.0,0.0,0.0,16506.1499007,51179.0,1199,548.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Central,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4759615,103703,2.30923301019,Stafford County,268.956,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",True,385.576079359
1088,VA,116033.633071,4684.17236881,26902.0638814,12986.6682734,0.0,65578.6826074,0.0,631.261437996,1586.79170927,3663.9927922,51185.0,157,,"Bluefield, WV-VA",Micropolitan Statistical Area,Central,"Bluefield, WV-VA",105237,43947,2.64030839581,Tazewell County,518.846,"Bluefield, WV-VA",False,84.701433566
1092,VA,1182068.62492,4778.63481858,40975.7646214,16309.602347,1022179.59534,86347.3372934,0.0,0.0,0.0,11477.6904977,51199.0,1152,545.0,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,Central,"Virginia Beach-Norfolk-Newport News, VA-NC",1716624,59143,19.9866192942,York County,104.78,"Virginia Beach-Norfolk, VA-NC",True,564.44932239
1093,VA,944493.093835,28949.2468519,30141.9452738,34247.3219131,716434.987694,129570.421379,0.0,0.0,0.0,5149.17072396,51510.0,1202,548.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Central,"Washington-Arlington-Alexandria, DC-VA-MD-WV",6033737,134500,7.02225348576,Alexandria city,15.027,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",True,8950.55566647
1094,VA,944493.093835,28949.2468519,30141.9452738,34247.3219131,716434.987694,129570.421379,0.0,0.0,0.0,5149.17072396,51510.0,1203,548.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Central,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4759615,134500,7.02225348576,Alexandria city,15.027,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",True,8950.55566647
1095,VA,36132.7773574,977.78573396,24432.3992821,2106.63651524,0.0,7827.06898729,0.0,0.0,0.0,788.886838859,51515.0,649,,"Lynchburg, VA",Metropolitan Statistical Area,Central,"Lynchburg, VA",257835,6290,5.74447970706,Bedford city,6.878,"Lynchburg, VA",False,914.510031986
1097,VA,93536.9885242,11703.1483734,34036.8004575,11885.6507082,0.0,32421.8526769,0.0,0.0,0.0,3489.53630813,51540.0,222,,"Charlottesville, VA",Metropolitan Statistical Area,Central,"Charlottesville, VA",226968,41171,2.2719144185,Charlottesville city,10.238,"Charlottesville, VA",False,4021.39089666
1098,VA,1639285.99252,23206.8802817,115207.208064,55667.0499351,1123947.0465,261929.380793,0.0,13130.8938859,33006.9242729,13190.6087957,51550.0,1153,545.0,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,Central,"Virginia Beach-Norfolk-Newport News, VA-NC",1716624,204635,8.01078013304,Chesapeake city,340.8,"Virginia Beach-Norfolk, VA-NC",True,600.454812207
1099,VA,45235.3088441,3112.93556556,7534.19984207,4665.02415834,0.0,29076.1892683,0.0,0.0,0.0,846.960009817,51570.0,901,,"Richmond, VA",Metropolitan Statistical Area,Central,"Richmond, VA",1260029,17099,2.64549440576,Colonial Heights city,7.52,"Richmond, VA",False,2273.80319149
1100,VA,217224.879004,7243.38413777,125314.985961,12554.4848205,0.0,58602.9571287,0.0,2616.85420814,6577.94385981,4314.26888812,51590.0,328,,"Danville, VA",Micropolitan Statistical Area,Central,"Danville, VA",104827,47280,4.59443483511,Danville city,42.934,"Danville, VA",False,1101.22513626
1101,VA,35497.2585461,6018.43514018,2201.63731656,6321.85408843,0.0,18914.3899177,0.0,0.0,0.0,2040.94208323,51600.0,1204,548.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Central,"Washington-Arlington-Alexandria, DC-VA-MD-WV",6033737,22095,1.60657427228,Fairfax city,6.239,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",True,3541.43292194
1102,VA,35497.2585461,6018.43514018,2201.63731656,6321.85408843,0.0,18914.3899177,0.0,0.0,0.0,2040.94208323,51600.0,1205,548.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Central,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4759615,22095,1.60657427228,Fairfax city,6.239,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",True,3541.43292194
1103,VA,22407.9153046,4741.80894758,4705.66367733,2677.0611564,0.0,9152.11018662,0.0,0.0,0.0,1131.27133671,51610.0,1206,548.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Central,"Washington-Arlington-Alexandria, DC-VA-MD-WV",6033737,10596,2.11475229376,Falls Church city,1.999,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",True,5300.65032516
1104,VA,22407.9153046,4741.80894758,4705.66367733,2677.0611564,0.0,9152.11018662,0.0,0.0,0.0,1131.27133671,51610.0,1207,548.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Central,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4759615,10596,2.11475229376,Falls Church city,1.999,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",True,5300.65032516
1107,VA,345775.527355,24097.1754497,94431.7167524,38579.8214498,0.0,181739.286825,0.0,3.35422581487,8.42962491646,6915.7430269,51650.0,1154,545.0,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,Central,"Virginia Beach-Norfolk-Newport News, VA-NC",1716624,145019,2.38434637775,Hampton city,51.413,"Virginia Beach-Norfolk, VA-NC",True,2820.66792445
1108,VA,168473.709498,11628.1706011,97245.4429364,11750.5015347,0.0,44034.3448038,0.0,0.0,0.0,3815.249622,51660.0,455,277.0,"Harrisonburg, VA",Metropolitan Statistical Area,Central,"Harrisonburg, VA",130649,42159,3.99615051348,Harrisonburg city,17.418,"Harrisonburg-Staunton-Waynesboro, VA",True,2420.42714433
1109,VA,247144.929232,3688.99638079,217854.217181,6293.19479485,6.62384030586,17731.0297787,0.0,0.0,0.0,1570.86725682,51670.0,902,,"Richmond, VA",Metropolitan Statistical Area,Central,"Richmond, VA",1260029,22468,10.999863327,Hopewell city,10.278,"Richmond, VA",False,2186.0284102
1110,VA,328757.676514,13361.5319494,205806.763672,18545.41399,0.0,83714.3122538,0.0,0.0,0.0,7329.65464944,51680.0,650,,"Lynchburg, VA",Metropolitan Statistical Area,Central,"Lynchburg, VA",257835,64992,5.05843298428,Lynchburg city,49.128,"Lynchburg, VA",False,1322.91157792
1111,VA,131450.179075,6282.47298376,26971.0080263,9031.85759084,0.0,32941.2606211,0.0,15378.4679915,38656.6226169,2188.48924452,51683.0,1210,548.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Central,"Washington-Arlington-Alexandria, DC-VA-MD-WV",6033737,35821,3.66964012939,Manassas city,9.881,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",True,3625.24036029
1112,VA,131450.179075,6282.47298376,26971.0080263,9031.85759084,0.0,32941.2606211,0.0,15378.4679915,38656.6226169,2188.48924452,51683.0,1211,548.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Central,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4759615,35821,3.66964012939,Manassas city,9.881,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",True,3625.24036029
1113,VA,16285.0601961,608.543918642,1823.44872904,3033.48327662,0.0,9738.4220323,0.0,0.0,0.0,1081.16223953,51685.0,1212,548.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Central,"Washington-Arlington-Alexandria, DC-VA-MD-WV",6033737,10881,1.49665106113,Manassas Park city,2.534,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",True,4294.00157853
1114,VA,16285.0601961,608.543918642,1823.44872904,3033.48327662,0.0,9738.4220323,0.0,0.0,0.0,1081.16223953,51685.0,1213,548.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Central,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4759615,10881,1.49665106113,Manassas Park city,2.534,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",True,4294.00157853
1115,VA,855512.294367,27787.5536007,424289.291563,47829.0437548,0.0,208362.815598,0.0,35956.6622386,90383.7083293,20903.219282,51700.0,1155,545.0,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,Central,"Virginia Beach-Norfolk-Newport News, VA-NC",1716624,185011,4.62411583293,Newport News city,68.714,"Virginia Beach-Norfolk, VA-NC",True,2692.47897081
1116,VA,773056.746184,47963.3268246,274164.091132,61980.7072047,129.349413772,267888.355883,0.0,24394.1244557,61319.1359923,35217.6552771,51710.0,1156,545.0,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,Central,"Virginia Beach-Norfolk-Newport News, VA-NC",1716624,240378,3.21600456857,Norfolk city,54.12,"Virginia Beach-Norfolk, VA-NC",True,4441.57427938
1117,VA,109315.164795,9492.51233917,35902.8618074,9096.75589889,0.0,53082.5066748,0.0,0.0,0.0,1740.52807476,51730.0,903,,"Richmond, VA",Metropolitan Statistical Area,Central,"Richmond, VA",1260029,33019,3.31067460538,Petersburg city,22.932,"Richmond, VA",False,1439.86568987
1118,VA,11658.059626,540.133139174,262.405366491,3320.63384441,0.0,5906.47228297,0.0,0.0,0.0,1628.41499299,51735.0,1157,545.0,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,Central,"Virginia Beach-Norfolk-Newport News, VA-NC",1716624,11625,1.0028438388,Poquoson city,15.317,"Virginia Beach-Norfolk, VA-NC",True,758.960631978
1119,VA,283031.332385,13323.930083,157351.601172,26161.3911141,1347.02846968,81068.931273,0.0,0.0,0.0,3778.45027262,51740.0,1158,545.0,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,Central,"Virginia Beach-Norfolk-Newport News, VA-NC",1716624,99569,2.84256477804,Portsmouth city,33.653,"Virginia Beach-Norfolk, VA-NC",True,2958.69610436
1120,VA,53690.9469605,1647.91840575,36907.7554265,4233.13530235,0.0,9995.71831654,0.0,0.0,0.0,906.419509405,51750.0,152,,"Blacksburg-Christiansburg-Radford, VA",Metropolitan Statistical Area,Central,"Blacksburg-Christiansburg-Radford, VA",181605,15892,3.37848898568,Radford city,9.872,"Blacksburg-Christiansburg-Radford, VA",False,1609.80551053
1121,VA,846729.308059,101221.72624,335071.562441,57803.932797,73255.4023491,264682.677621,0.0,0.0,0.0,14694.0066119,51760.0,904,,"Richmond, VA",Metropolitan Statistical Area,Central,"Richmond, VA",1260029,198480,4.26606866213,Richmond city,59.805,"Richmond, VA",False,3318.78605468
1122,VA,317042.873205,20774.9152916,103164.949682,26647.8354097,0.0,105782.701774,0.0,15643.4275964,39322.6470603,5706.39639074,51770.0,913,,"Roanoke, VA",Metropolitan Statistical Area,Central,"Roanoke, VA",313388,93354,3.39613592567,Roanoke city,42.562,"Roanoke, VA",False,2193.36497345
1123,VA,123868.978874,6131.40481469,84087.145966,6824.54522062,0.0,22874.6432504,0.0,0.0,0.0,3951.23962179,51775.0,914,,"Roanoke, VA",Metropolitan Statistical Area,Central,"Roanoke, VA",313388,24791,4.99653014697,Salem city,14.437,"Roanoke, VA",False,1717.18501074
1124,VA,37251.3489396,3606.60710896,5674.31984898,6114.69437102,0.0,20586.5824408,0.0,0.0,0.0,1269.14516993,51790.0,1080,277.0,"Staunton-Waynesboro, VA",Metropolitan Statistical Area,Central,"Staunton-Waynesboro, VA",119766,23884,1.55967798273,Staunton city,19.975,"Harrisonburg-Staunton-Waynesboro, VA",True,1195.69461827
1125,VA,201049.912369,5670.81924629,36718.8693194,18891.4551511,4972.17703719,118033.062193,0.0,1280.96396916,3219.93971809,12262.625734,51800.0,1159,545.0,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,Central,"Virginia Beach-Norfolk-Newport News, VA-NC",1716624,69296,2.90132060102,Suffolk city,400.168,"Virginia Beach-Norfolk, VA-NC",True,173.167269747
1126,VA,760534.426002,116008.591181,124785.616949,113740.635818,141.189438571,360558.162267,0.0,0.0,0.0,45300.2303486,51810.0,1160,545.0,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,Central,"Virginia Beach-Norfolk-Newport News, VA-NC",1716624,430520,1.76654842052,Virginia Beach city,249.016,"Virginia Beach-Norfolk, VA-NC",True,1728.88489093
1127,VA,143176.020019,2215.79678962,113319.621142,5111.33867183,0.0166164874018,20398.8173448,0.0,0.0,0.0,2130.42945447,51820.0,1081,277.0,"Staunton-Waynesboro, VA",Metropolitan Statistical Area,Central,"Staunton-Waynesboro, VA",119766,20216,7.08231203103,Waynesboro city,15.039,"Harrisonburg-Staunton-Waynesboro, VA",True,1344.23831372
1129,VA,138024.822032,8019.66074552,101151.622697,6963.03265239,0.0,19066.2982088,0.0,0.0,0.0,2824.20772833,51840.0,1242,548.0,"Winchester, VA-WV",Metropolitan Statistical Area,Central,"Winchester, VA-WV",133403,24632,5.60347604872,Winchester city,9.233,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",True,2667.82194303
1130,WA,300781.95011,23213.0205839,23250.2485181,8283.98297514,2850.67047315,203995.355855,0.0,3711.98902723,9330.77173253,26145.9109451,53005.0,557,,"Kennewick-Richland, WA",Metropolitan Statistical Area,Central,"Kennewick-Richland, WA",274295,149718,2.00898990175,Benton County,1700.379,"Kennewick-Richland, WA",False,88.0497818428
1131,WA,134877.51502,12012.0135089,9400.68519544,1943.25930415,0.0,93310.7782589,0.0,1648.06636275,4142.72035894,12419.9920305,53007.0,1224,,"Wenatchee, WA",Metropolitan Statistical Area,Central,"Wenatchee, WA",114392,66927,2.0152930061,Chelan County,2920.525,"Wenatchee, WA",False,22.9160852929
1132,WA,842232.337384,41641.4283919,123026.187036,47747.8901952,153881.684161,406042.005397,0.0,6430.10957891,16163.2637148,47299.7689103,53011.0,861,440.0,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Central,"Portland-Vancouver-Hillsboro, OR-WA",2348247,368690,2.28439159561,Clark County,629.004,"Portland-Vancouver-Salem, OR-WA",True,586.148895714
1133,WA,338388.369061,11460.8293646,111443.289812,3230.87687509,0.0,181161.503998,0.0,4549.28042596,11435.4521617,15107.1364232,53015.0,626,440.0,"Longview, WA",Metropolitan Statistical Area,Central,"Longview, WA",102133,94313,3.58792922567,Cowlitz County,1140.125,"Portland-Vancouver-Salem, OR-WA",True,82.7216314001
1134,WA,98348.8826744,2222.168453,571.718474093,583.100639045,0.0,58416.199147,0.0,7370.32645479,18526.6694664,10658.7000401,53017.0,1225,,"Wenatchee, WA",Metropolitan Statistical Area,Central,"Wenatchee, WA",114392,33017,2.97873467227,Douglas County,1819.264,"Wenatchee, WA",False,18.1485479842
1135,WA,187689.640224,4955.50298218,14448.142581,2779.44326783,0.0,97210.4071076,0.0,14272.5731277,35876.7491444,18146.8220128,53021.0,558,,"Kennewick-Richland, WA",Metropolitan Statistical Area,Central,"Kennewick-Richland, WA",274295,52831,3.55264220294,Franklin County,1242.171,"Kennewick-Richland, WA",False,42.5311812947
1136,WA,4980149.70889,453197.85148,581222.821189,524947.414736,40463.7203619,2436414.40914,139626.785917,157753.323514,396542.10537,249981.277178,53033.0,1040,500.0,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,Central,"Seattle-Tacoma-Bellevue, WA",3671478,1763669,2.82374397287,King County,2115.566,"Seattle-Tacoma, WA",True,833.662953555
1137,WA,385786.438818,25839.1275572,7946.88678989,49053.7835159,0.0,234120.228201,0.0,11738.6107969,29507.1652576,27580.6366995,53035.0,176,500.0,"Bremerton-Silverdale, WA",Metropolitan Statistical Area,Central,"Bremerton-Silverdale, WA",254183,235499,1.63816593199,Kitsap County,394.941,"Seattle-Tacoma, WA",True,596.289065962
1139,WA,1485415.76083,94513.6700752,126393.258519,150287.644365,25287.4079908,908279.986371,0.0,21049.3075945,52911.3174756,106693.168441,53053.0,1042,500.0,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,Central,"Seattle-Tacoma-Bellevue, WA",3671478,728555,2.03885192035,Pierce County,1669.508,"Seattle-Tacoma, WA",True,436.389043958
1140,WA,1409856.56657,27686.1480313,1092486.98124,34347.3161858,7231.30187566,180680.800681,0.0,14002.7963985,35198.6134762,18222.6086755,53057.0,718,500.0,"Mount Vernon-Anacortes, WA",Metropolitan Statistical Area,Central,"Mount Vernon-Anacortes, WA",120365,106208,13.2744855996,Skagit County,1731.203,"Seattle-Tacoma, WA",True,61.3492467377
1142,WA,1508149.60379,78721.8543036,248151.430674,128080.747247,33.9927315515,787501.656365,0.0,52420.8059108,131769.378869,81469.7376878,53061.0,1041,500.0,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,Central,"Seattle-Tacoma-Bellevue, WA",3671478,629671,2.39513905482,Snohomish County,2087.273,"Seattle-Tacoma, WA",True,301.671606924
1143,WA,987783.192901,82706.7689718,118355.884286,141946.110688,0.0,495346.182086,0.0,28478.4810174,71585.9235406,49363.8423125,53063.0,1066,518.0,"Spokane-Spokane Valley, WA",Metropolitan Statistical Area,Central,"Spokane-Spokane Valley, WA",540953,427045,2.31306581953,Spokane County,1763.791,"Spokane-Spokane Valley-Coeur d'Alene, WA-ID",True,242.117688547
1145,WA,464736.142819,27670.7370302,13284.5534944,52627.0892759,0.0,311965.74863,0.0,9117.0124896,22917.2960229,27153.7058757,53067.0,794,500.0,"Olympia-Tumwater, WA",Metropolitan Statistical Area,Central,"Olympia-Tumwater, WA",265851,216607,2.14552688887,Thurston County,721.961,"Seattle-Tacoma, WA",True,300.025901676
